x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
-13.96656989,-228.3568178,38.67740435,5.588044791,3.908748389,933.094044,-287.5276931,22.32189694,48628.72305,26.84000162,15.63022615,4.423256953,4561.406079,165.9866745,22.93360591,35.58691261,191.6891249,7.331424664,261.9780033,-5.604687543,0
-16.99621068,-117.1058647,49.55300429,5.009778859,4.583947425,239.4038341,-344.0483203,23.35159373,86373.61811,48.75241028,14.71987999,5.481546842,3833.526182,99.69280054,9.873803599,28.67921946,131.4194628,7.571625371,245.9585758,-4.935136118,0
-12.52131169,-104.2556136,59.63562511,,4.321817491,964.5997489,-329.9987077,19.45020192,63744.12746,43.2143355,13.20716647,1.376425316,5541.748653,116.4876713,12.60193534,34.24521803,206.2404422,11.35185372,415.4610586,-3.892654139,0
-9.821857449,-397.7332276,23.60612891,4.479416613,5.271032983,598.9652045,-130.919583,18.96187957,60479.83866,28.76046606,14.57013858,2.708401207,4309.219425,111.5593655,11.00430565,35.35661232,250.5163251,8.081877947,329.904064,,1
-14.6270849,-190.688023,50.97238671,5.717767622,5.055103581,866.6165337,-245.0514809,8.113986015,56839.42589,35.68043733,12.16824698,6.195403329,4545.410624,131.6875522,19.90161843,45.1109804,252.2298495,9.174634979,249.6666591,-5.221279369,0
-16.90283194,-190.3064829,64.12517668,3.770791146,3.458356128,679.5298601,-327.327349,17.16716628,73027.48287,23.94118079,10.90004596,3.851372673,4758.677488,93.61671244,21.81600956,47.61342408,300.4223772,10.46549513,301.6026564,-5.641285419,0
-15.00791541,-362.5142559,21.67874316,4.894252638,6.050996852,882.5526042,-412.7692861,15.88710681,74035.11628,24.04635376,12.96998221,4.715672715,4160.021882,141.1169919,18.77238696,42.00750796,219.768286,10.97864526,314.2830097,-7.121869544,0
-13.78660028,-254.0412906,51.27526539,3.969021151,5.185614194,652.7633255,-341.6419634,19.29011607,62098.7541,20.57968736,14.99518903,5.007637087,5804.948999,116.2407201,20.81172693,55.34695083,205.2960695,8.959696372,227.3250237,-4.380788864,0
-19.28729042,-209.9363731,53.09965211,5.013634074,4.585698542,526.5857895,-178.3806635,15.27194156,46302.35053,27.54252562,15.33481092,6.513265801,5591.266096,119.4316045,18.07163781,38.56330636,251.7267355,12.80275303,292.0820981,-3.109309883,0
-20.46428719,-30.0218156,80.35933423,4.377788648,5.766498346,797.7161185,-139.5129498,18.22853746,54749.29704,37.92047572,15.54718499,0.729183274,5019.732103,83.03657794,13.42028903,49.08904108,177.8682232,8.088731165,188.9709071,-3.729651429,0
-16.65100727,-224.4515145,49.021783,4.611284685,5.527335,318.7667728,-229.5750815,15.05874954,56638.002,41.84660618,13.23398006,3.424063762,4316.733169,101.0705705,10.76603954,38.4322626,219.1086795,8.338202915,349.9358321,-5.263807777,0
-15.81500846,-320.7134449,28.27219549,5.347316214,5.820724302,592.4184634,-358.4763438,20.47397647,35873.172,37.26718872,16.93359281,4.794837248,5035.324169,137.2423779,13.15930263,50.03735139,194.122857,7.841743782,346.4144407,-6.441241121,1
-18.30554053,-218.2261202,42.00396828,5.983122412,4.358918954,957.2884846,-259.8515306,10.35177867,61428.74571,34.19933575,8.514042426,6.430898598,6965.99462,158.535391,19.95169208,38.42049306,222.1756592,9.730009997,172.3144531,-5.656706045,0
,-240.3956393,40.91931015,3.585015667,6.06198829,822.6606734,-262.6352047,15.84390321,33288.25619,20.96217033,11.73326252,5.182378192,3806.147374,136.5592566,21.02097433,56.5014664,222.0472908,6.918450515,314.1689664,-3.929386941,0
-13.05963321,-178.6971182,47.25785002,4.377431718,3.830086535,427.7918232,-369.9048311,22.77308302,87091.48937,34.45722042,11.09833172,3.418358601,7020.149847,67.84378043,11.6064212,51.79004369,139.944861,6.802354113,183.8558211,-3.587289133,0
-14.86564278,-195.4846238,52.78229924,5.006061292,4.349410178,772.5450379,-181.2635032,13.80891216,58832.8135,24.87334459,10.43285184,5.992296051,4253.072934,114.8456903,20.98140066,60.39915461,178.3519363,11.78131877,212.3692599,-5.184133949,0
-11.28728676,-242.652437,45.30271862,5.381031297,5.185756448,470.1191512,-178.220294,18.89795351,48817.32679,29.19721842,13.82496988,5.829074101,6312.204371,127.3732657,18.95521901,41.37904635,137.270971,6.209610757,184.250092,-4.886675803,0
-9.889242814,-292.3320499,12.92967169,4.102409416,3.111225467,745.2292075,-212.4887891,16.36972165,45648.7111,23.24827196,11.64087534,1.083671526,4823.49562,117.4414021,5.517023043,37.68745902,240.9955805,10.10277329,227.2496438,-5.582375914,1
-18.73861947,-320.4234512,37.0767965,5.156117994,4.648324872,859.8325325,-419.4731041,21.46040325,18946.44315,33.51436169,14.73630335,1.59458922,4780.97024,178.1462883,0.517330539,38.72004413,106.1325659,8.662330265,203.4846449,-4.167638381,1
-15.81616057,-273.6262882,32.69919751,5.252112704,3.781682951,792.0633934,-408.6562895,18.73399751,17668.94144,27.26459868,10.70824791,5.977546695,5200.529069,162.5861559,17.22265787,49.19446071,185.4881701,7.26119079,339.6161505,-5.170221361,1
-16.02319375,-193.8849198,62.34867596,4.420199299,4.067525812,483.7337447,-318.1610492,18.4529184,77106.18948,29.78081925,10.54555787,2.954383786,5250.482926,90.85985096,21.73352374,41.99815782,207.2387041,6.244987361,315.3724202,-4.795317098,0
-20.11696849,-253.2057261,32.07174355,5.241415889,5.550184493,716.5344547,-300.7622267,14.50396154,48527.43244,38.9160059,6.934522994,4.481145694,4988.117108,134.6071153,12.88973914,22.33868606,231.4507984,10.26184785,308.9686616,-5.900350123,0
-17.82202715,-247.795513,42.0677069,5.67661971,4.583842517,712.18109,-406.5079381,15.44814727,76066.2256,31.62954894,15.12523033,3.196557922,4250.384589,99.98549767,18.1647001,39.34601977,230.0752388,12.0168637,319.6943248,-5.595452801,0
-11.70057224,-177.7200241,39.47590644,3.990657635,5.353622144,988.1831498,-263.7722382,17.05334953,47641.7402,28.8368231,11.02343929,5.063665931,4685.536178,146.8027075,19.02864197,41.79792308,139.9242101,9.769600302,255.6232556,-5.145855212,0
-15.86546642,-67.60280234,46.52152228,5.079358441,4.468292213,957.8059267,-182.3613991,27.19156122,32224.38243,26.37783211,11.63037141,3.27805922,6299.544991,132.7693471,17.30499359,35.93834331,254.4207982,9.1428485,173.2057014,-3.195214557,0
-15.90033072,-184.0275472,48.56862621,4.183978326,4.545711712,1186.455101,-242.8589443,10.07539196,40696.29563,40.96161335,13.57697922,3.395922618,4883.878354,162.8203408,18.4002484,37.69466636,231.6310742,9.328843626,223.3500325,-5.46928216,0
-11.7543156,-281.0835311,31.76290429,4.405216232,4.42432123,772.2002682,-372.747327,16.14805782,75462.4832,20.61608333,13.33491407,6.470632255,5368.449687,132.0432836,22.31640724,53.09816066,227.5352203,12.25271584,173.5572906,-4.868580802,0
-15.25271731,-252.2217668,48.83245293,4.620825902,5.239950088,642.5597198,-466.2620639,18.61162139,94130.35712,26.80626391,7.420222927,4.435175032,4316.892968,109.7021161,26.10847214,34.63900202,184.3494315,8.872638307,207.4761957,-5.698728776,0
-17.29759735,-250.5607467,47.0945084,5.85082104,5.560411933,916.3375735,-246.4234459,18.7373782,40015.29209,22.35873136,13.34993536,3.962507641,4445.348867,149.9512894,23.65080275,36.76347412,231.8237227,3.845539645,269.8183142,-6.159980947,0
-15.52698033,-218.3912451,44.80109193,3.791019073,5.227786679,493.3395339,-292.528173,16.80012005,69510.17483,34.24475289,7.985100845,3.241278083,4045.392208,92.96295791,14.6860201,35.06801859,158.2526691,7.360350279,180.6921936,-3.64320612,0
-13.93887773,-220.6169483,33.16826464,5.515715201,6.381185937,820.701146,-312.0255979,16.00407014,69608.83723,45.81169525,12.43108328,4.261383252,4552.804063,132.7748208,10.96395138,49.5003058,270.4504588,11.9805605,253.3893199,-3.261952797,0
-14.20937477,-249.2180596,61.21640214,4.906023299,5.261643346,589.767563,-235.143343,9.895079039,62831.67148,39.05078099,14.92353662,4.968858154,5823.775671,113.6696464,18.9627423,33.72700709,214.2272228,9.944687349,315.6412242,-4.603151167,0
-7.622497063,-249.0058982,36.40289462,5.134713417,5.739288186,1148.121863,-359.032218,14.33140069,67240.17663,41.16470009,10.04146846,1.898533503,3800.860666,141.6216428,17.14825555,38.52460198,198.4727895,13.31984142,193.7629616,-4.262250116,0
-15.85785334,-278.7213452,26.68589635,5.985108262,5.466691763,906.1503601,-212.8474455,8.115048751,54750.92382,35.73665551,6.411309324,3.456204787,4653.766171,150.0779561,16.03992524,34.99856287,181.5922584,11.24542079,243.9128319,-4.897021725,0
-10.36954341,-265.0631016,33.03400827,5.818928715,4.282279214,720.4678954,-448.4950782,13.45476653,72721.47002,35.50075785,12.22257268,2.050025101,5884.875234,95.09136797,10.44804592,34.68512045,199.6638518,12.47130254,179.2277624,-4.828179773,0
-14.23809438,-145.8416467,21.38555835,5.43416519,5.614729151,1226.662575,-279.393998,22.3401997,21783.39051,23.64559228,15.00285819,2.810990884,6381.626138,175.337885,11.83461179,,197.1067469,12.34308272,247.6262054,-5.652901729,0
,-132.9548629,60.87076259,4.910087283,5.826546899,892.0068184,-206.1467579,11.79150049,62537.22453,32.34614642,14.63176259,2.671694249,5032.849835,108.642151,19.29901246,33.22260577,225.2770793,12.38718472,227.7380999,-5.611718203,0
-13.7434946,-146.0456069,36.83903211,4.869247305,7.003016729,811.7910382,-320.3486884,18.76755632,42866.93425,25.05825613,14.68423174,4.689508366,3672.835255,89.44087583,11.49409518,43.78006839,118.2712548,10.67709416,269.568768,-4.475945816,1
-17.08339712,-85.61746854,64.73043585,5.281766246,2.966043548,578.1180696,-370.9043006,27.83525843,66914.31637,23.07134196,10.30990585,1.292249037,4613.077587,87.40280002,16.30573337,33.15969103,268.9557063,8.799891345,234.1441478,-5.705678364,0
-16.23869453,-183.7760375,49.99740749,4.954018617,5.696073219,737.7735362,-238.4557401,12.60009646,48050.82272,29.12007303,11.82500857,4.025113101,4262.419532,108.768647,17.13118399,39.56784094,189.3766272,10.35417125,249.4784839,-5.494578724,0
-17.54111162,-434.7034288,36.23627538,6.090005503,5.42212015,733.9131895,-150.8496462,13.92543776,73738.85652,33.24838094,14.28024831,3.447944505,5528.973913,83.88830601,17.39121312,42.38488206,228.9405287,11.26084369,267.6729203,-4.557672463,1
-17.12801863,-157.3334171,64.50029228,5.842917917,3.933511193,,-205.642612,15.93782103,70372.61996,39.83394085,10.90099711,4.665079316,6436.595977,97.21606165,16.48723394,43.77632808,219.8964232,7.286148187,253.1908623,-5.690609682,0
-14.66358647,-195.6095795,51.72591734,4.585235039,6.677894057,703.465892,-482.6551508,24.35915468,91438.86756,21.09766083,9.929253181,5.311788122,6358.395374,84.79400668,22.39758058,55.47492875,233.8082422,9.709317417,287.9564189,-5.115408379,0
-15.94825222,-428.7450033,24.93368162,3.264594318,6.244540504,449.5338588,-249.0162171,19.21567029,61410.67925,42.82182809,13.75826944,4.172550091,3752.786616,146.7129559,11.85137402,32.85531392,249.6300475,13.5032086,279.7412664,-5.125388648,1
-19.9411465,-133.752124,45.80755537,5.228942033,3.973474503,1115.261577,-323.9055992,14.81904377,56658.59554,27.60066827,12.3472349,3.163643292,6404.162168,121.9068317,16.23856713,45.44775644,290.4780678,11.71621532,233.0305328,-4.992911043,0
-12.41665577,-313.8622586,47.4500977,3.824390798,4.83539249,844.9639776,-209.1835649,11.69009432,56562.0191,35.83353077,15.56416822,3.778783434,6990.992567,152.9134219,22.84699775,33.73630012,202.7520544,10.06115847,244.8346293,-3.992619571,0
-12.54002924,-180.1269597,22.31777804,4.572142186,5.670411937,517.133959,-431.3012779,22.95411532,66972.65013,48.0878241,12.34307139,3.066176601,5548.175225,111.6263589,2.434802144,36.37734501,269.3465748,9.900393032,311.5280195,-4.596665406,1
-14.49195668,-174.9619036,57.47544113,6.516214563,4.714229713,485.9995188,-281.6343387,20.23666024,63521.59228,26.68176809,13.58598867,5.890215983,5542.882406,101.0426761,21.08105812,49.41935777,261.7277795,14.19879163,258.5185948,-5.212332872,0
-15.56162782,-253.5870543,41.38188929,5.141504091,5.476216069,496.8442246,-502.3304024,17.47400523,76701.20592,31.89060743,14.17386472,7.356171419,4453.706525,116.6637566,23.20149053,34.45461652,225.6907146,8.855787226,246.1835356,-5.307261403,0
-9.693566046,-167.1338217,61.01386687,4.347089903,3.870122102,443.8173926,-393.5641923,24.63154778,91569.24896,29.07468391,10.86212182,2.495732878,4207.653391,67.8670309,19.21774426,38.06178069,270.2576757,11.48645335,252.0714019,-4.255328297,0
-12.16445894,-6.083162284,62.556529,7.171866056,5.612792556,1414.892747,-238.1198755,22.72844817,55997.16703,26.10079536,11.92008625,2.23897377,5927.43102,134.2068996,19.28234231,52.03613323,177.561945,12.73630745,247.6521577,-5.230740377,0
-19.66853485,-186.6338352,49.81839517,5.835111725,3.746167812,953.8855178,-448.5172265,17.20516103,73761.47803,27.06944553,6.800939204,2.04712926,3610.838642,109.4072884,17.96137629,50.7477454,192.2200393,9.584109193,274.4286066,-4.669341793,0
-12.374386,-191.2946902,69.16820958,4.621964166,4.853087545,348.0302721,-257.2358622,18.14506713,78485.62651,27.71333519,14.26527179,4.503463242,5925.799996,65.30150687,16.46437183,45.28011639,211.3412719,8.986875689,307.8823724,-5.393758622,0
-16.15426178,-243.0188082,42.6156689,4.692356717,4.342248361,623.0083271,-347.3828687,20.14664256,69271.07412,39.85972113,9.217043941,2.338933631,4971.40564,108.5913132,12.78507853,43.62220244,116.5148305,10.54538467,247.0044728,-4.455529369,0
-16.31794463,-243.9599849,19.35822561,3.924058734,5.906422028,553.1975339,-354.1316432,28.05636504,36163.42153,30.56756331,11.43996831,2.026990413,4281.246002,,5.072384805,36.19884903,214.9020768,11.19355411,182.3917804,-5.336210004,1
,-132.2175737,59.99875843,5.593336784,5.306355844,907.9996635,-370.7266124,19.10479026,76735.97693,25.53449575,18.21349687,5.564184934,5706.690107,117.8677706,23.47819328,48.51464382,175.3343319,11.55751248,214.8278105,-5.67748596,0
-17.37075863,-102.830881,45.17199547,3.943387319,2.955262981,767.4157729,-353.9785008,25.2958706,48607.51733,30.12542196,14.06889346,1.492271181,5147.018073,78.53322629,3.127024271,41.18847701,144.5444718,7.986252078,204.280966,-6.002313939,1
-16.1743402,-236.355154,,4.775932724,4.496030614,676.5529262,-377.2802809,16.22184723,69640.68626,31.38422672,11.59923796,6.193069588,4483.004682,108.5462065,17.32029149,38.87630256,124.0086541,7.500788101,289.8127441,-4.575222483,0
-12.93924241,-229.2641344,57.0362638,6.340650068,5.656202526,458.6890422,-357.7681117,19.20478723,76062.22338,26.79688959,12.71609367,-0.033739098,2947.198935,53.40419904,11.49195894,59.58798179,223.4225645,10.76536611,170.5833859,-6.352808517,0
-11.50777793,-243.8580634,16.45550198,6.312962711,3.410790984,903.3345291,-460.7222984,22.1212782,68253.03037,38.02500469,14.7773509,-2.558538381,5952.469044,99.15025233,7.550721082,38.95579243,251.6089541,9.836724144,216.1768636,-7.102903902,1
-20.47703826,-432.740202,31.80328298,4.45587392,5.648221255,916.4757416,-190.8088033,5.270414768,48418.05396,28.7429554,11.26376157,4.68632661,3435.56182,75.65529861,18.71975466,54.13514622,126.4012746,9.627141576,201.1689859,-5.260773986,1
-18.81672641,-270.1122202,18.00372536,6.809550645,5.123646003,1313.826646,-126.9480759,0.417635814,20366.65293,48.15660723,11.19282014,5.572292336,5343.291054,215.518921,15.58604489,38.15902858,114.0872605,8.897327536,262.6680344,-5.172742136,0
-16.40888261,-272.4981299,62.00731903,6.070219881,4.539392851,453.3285648,-380.7030892,23.54596091,74321.71024,19.69447726,15.56495741,2.781753032,5338.87747,68.2743533,20.21096596,42.46458551,178.0753177,10.38777609,338.4293551,-3.176544402,0
-14.95104819,-207.1012931,46.66773989,4.074788968,4.443021313,409.1324392,-400.9081204,26.67622171,74863.67171,35.47448484,10.66509924,4.598888633,5233.179525,110.9297885,15.87856158,40.21498865,259.2902515,11.68709296,324.3848788,-6.010260429,0
-15.22632349,-198.3818525,34.12284341,6.758891657,4.058254051,958.4563956,-132.5316391,10.05752036,28757.66989,49.50350735,15.83125912,1.907959506,5822.052682,165.9993063,8.336154705,47.59254494,160.912324,8.443973683,296.6516552,-6.895194371,0
-9.45477268,-155.6081361,54.18067536,4.969237608,4.119795303,400.0412407,-452.7464461,20.33469755,75868.32301,20.34694426,11.68857691,4.460365983,5235.799532,54.25668517,16.92601776,42.23134142,229.4057693,9.705782288,249.9041535,-4.419063737,0
-11.99558003,-96.65863866,47.27028574,5.637288725,2.950557479,745.1367656,-125.7961212,25.76720787,10375.16837,26.31562017,10.24999951,5.918437873,5667.419749,168.1559121,19.06486654,43.99765154,196.3915451,12.16261856,178.1284107,-6.060259834,0
-14.04623226,-226.1390091,18.7093001,5.349672322,4.842903669,578.1065731,-291.0840569,23.74533668,32852.89236,27.39023919,6.14823944,3.77513998,5350.666686,87.66441332,13.47895523,42.38126335,241.0154934,9.643587761,291.3749387,-3.269089789,1
-16.34662505,-173.5750632,64.70728121,4.740893531,4.900971951,566.7080953,-264.0696762,19.942438,59215.43909,26.84415626,15.85013634,3.363761353,4780.177092,99.26444258,18.81150706,37.5731699,131.1846987,8.051934607,262.4643562,-4.839154686,0
-18.77075078,-266.2363535,40.20710185,5.668948831,4.606408878,368.5029158,-353.733575,8.165254742,71242.49878,49.33006812,5.538182493,4.640675644,4217.010024,101.1099879,10.98409617,44.74677883,224.815945,11.26619994,224.0137364,-4.36246432,0
-16.66391226,-150.5831194,54.93337372,5.328639423,5.194831806,825.6230676,-303.4691219,19.07003182,63011.42229,25.50248573,13.02751244,4.219943247,5058.63684,121.5599226,20.26154182,36.24721128,208.1431615,10.61280824,239.8158316,-6.676372133,0
-12.04432347,-134.12208,58.17419917,3.140900893,,764.5276438,-112.7557308,8.596851491,38564.47128,31.38739307,13.83826667,4.664763504,7513.926328,131.5566691,16.9754454,37.03309918,286.8485458,10.86889806,350.4314907,-4.682009391,0
-12.54117565,-339.8648743,31.16185806,4.450350034,5.058300088,792.6404234,-137.5177463,11.28261104,70346.44602,29.04338516,8.700406381,2.149653847,5809.656632,40.44870424,12.95396339,34.01681253,198.9254607,12.79943542,288.8155661,-6.978033063,1
-17.81944337,-210.3015865,28.57409797,5.303928916,5.506173084,808.0198246,-326.0528542,21.23179659,56138.25846,25.26981732,11.72157088,4.029868942,4855.487927,132.5612898,21.70856556,49.85608818,203.3246291,8.990553093,176.1935587,-6.098831113,0
-14.1785622,-76.50132202,36.6020131,3.924597238,4.551093259,647.4054075,-419.6731193,24.14818445,52304.71151,23.99148736,12.52920921,5.186670136,3967.642056,104.7178558,13.38865381,50.96897882,186.6651308,14.0743526,231.1264027,-5.513560752,0
-19.4534108,-256.6549942,41.82988229,4.465622582,4.417243947,856.3441254,-328.1014454,21.5074857,58983.62356,27.75618612,9.736868401,2.779501172,5319.789638,143.0242423,17.50741872,36.86233724,223.3463949,6.298645106,229.5668487,-3.975985829,0
-11.97971857,-166.3085079,,4.67378573,5.674937287,941.1143542,-252.749684,21.06127316,44993.59709,28.31808127,12.6220565,4.558085762,5484.833569,158.2534633,19.40713392,44.96734629,178.2950732,8.017417693,160.0301402,-6.862458677,0
-16.48988794,-167.7244227,50.62882956,4.653539301,4.081767946,339.9893346,-308.6903442,15.98669275,62342.45914,31.02308033,11.38286896,7.424083719,4763.516507,100.0559467,15.78808759,36.06119494,129.9296868,7.621039611,265.2361003,-3.14833129,0
-13.05080784,-144.2333648,70.0943243,4.082268768,4.684996611,262.66836,-276.4988463,20.30007914,69389.02482,26.66262168,8.61072536,4.997880877,5382.338157,77.83666374,19.46107925,44.81951712,193.9022117,12.8293224,236.3765222,-3.949653053,0
-20.22074584,-243.3555286,44.08922788,4.656972881,5.030921849,664.6397363,-401.8433999,18.19310111,79028.23244,29.20127867,12.38463761,4.212683995,5206.703659,117.1899673,20.63669568,30.61661362,146.3239784,10.28386854,248.6180649,-4.922282659,0
-17.67693314,-194.0372615,59.57971693,5.044282438,5.491242237,738.079304,-285.7475837,16.0662206,73637.23606,35.44246521,10.42046422,1.27367564,3749.004914,99.73828743,19.68584243,35.12781438,207.7764308,10.98195626,224.5283805,-6.39312269,0
-17.56979897,-204.3951471,75.68066582,4.433211914,4.330946161,224.3662884,-318.9163928,11.76621236,95460.21521,28.21787986,7.230558075,4.470781314,6308.55551,47.82329744,24.10052127,33.52003788,197.7761212,8.993182536,392.7795903,-5.257469898,0
-14.41192524,-236.087257,27.120983,5.891883779,6.517779004,737.5351294,-227.8257768,18.0041282,49926.59898,24.71522895,11.34487419,2.888322699,5594.209841,112.6355735,6.401607358,59.85198476,148.2807488,8.189224494,292.0193865,-6.515254425,1
-20.1775376,-355.4327689,18.36231794,3.473642973,7.77062599,754.60862,-198.1943469,14.05620058,41841.74815,20.77580543,14.66830057,5.056417371,4788.522473,193.9285119,9.644247166,45.37914566,163.4911843,9.583455731,257.6262996,-4.951228418,1
-18.33044911,-291.1792221,12.78287609,5.841476946,5.158587688,515.2168436,-262.9300137,18.60608115,45518.6318,33.39052013,9.728240823,2.787409488,6093.847956,105.1711142,8.853415539,39.4252295,187.6648972,10.98448715,233.8539301,-5.922792942,1
